Row ID,Order ID,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Province,Region,Customer Segment,Product Category,Product Container,Product Base Margin,Customer Rating
206,1346,High,48,4789.89,0.09,Delivery Truck,421.15 Toman,100.98,26.22,Gil Mazandaran,South,Corporate,Furniture,Jumbo Box,0.6,
246,1699,Critical,40,430.88,0.05,Regular Air,39.0 Toman,11.09,5.25,Gil Mazandaran,South,Corporate,Office Supplies,Small Box,0.36,
315,2208,Not Specified,41,23281.05,0.09,Regular Air,9097.645 Toman,599.99,24.49,Gil Mazandaran,South,Home Office,Technology,Large Box,0.37,
383,2656,Critical,29,913.41,0.01,Regular Air,237.141 Toman,35.99,1.25,Gil Mazandaran,South,Consumer,Technology,Small Pack,0.57,
483,3361,Not Specified,49,213.71,0.06,Regular Air,-208.02 Toman,4.28,6.72,Gil Mazandaran,South,Corporate,Office Supplies,Small Box,0.4,
484,3361,Not Specified,23,133.66,0.07,,-5.6 Toman,5.85,2.27,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.56,Average
488,3393,High,7,127.74,0.04,Express Air,-5.57 Toman,15.98,4.0,Gil Mazandaran,South,Consumer,Technology,Small Box,0.37,
638,4487,Medium,50,325.24,0.05,Regular Air,-79.419 Toman,6.54,5.27,Gil Mazandaran,South,Small Business,Office Supplies,Small Box,0.36,
649,4579,High,40,1765.05,0.05,Regular Air,749.2155 Toman,43.41,2.99,Gil Mazandaran,South,Small Business,Office Supplies,Small Box,0.39,
713,5061,Critical,4,12.8,0.0,Regular Air,-2.21 Toman,2.88,0.7,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.56,Average
715,5092,Low,25,978.77,0.06,Regular Air,220.91 Toman,38.76,13.26,Gil Mazandaran,South,Consumer,Office Supplies,Small Box,0.36,
773,5511,Critical,46,129.44,0.02,Express Air,-5.54 Toman,2.58,1.3,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.59,
774,5511,Critical,32,1829.387,0.02,Regular Air,482.445 Toman,65.99,3.9,Gil Mazandaran,South,Corporate,Technology,Small Box,0.55,
807,5799,Critical,34,9626.86,0.08,Delivery Truck,1882.2 Toman,294.62,42.52,Gil Mazandaran,South,Small Business,Office Supplies,Jumbo Drum,0.57,
815,5890,High,42,813.535,0.0,Express Air,435.951 Toman,20.99,0.99,Gil Mazandaran,South,Consumer,Technology,Wrap Bag,0.37,
968,7015,Not Specified,42,7143.927000000001,0.02,Express Air,2374.731 Toman,195.99,4.2,Gil Mazandaran,South,Home Office,Technology,Small Box,0.56,
982,7106,Low,8,118.98,0.05,Regular Air,-12.765 Toman,14.27,7.27,Gil Mazandaran,South,Home Office,Office Supplies,Small Box,0.38,Excellent
984,7106,Low,36,1058.45,0.01,Regular Air,-386.02 Toman,27.75,19.99,Gil Mazandaran,South,Home Office,Office Supplies,Small Box,0.67,Excellent
1090,8007,Low,5,820.5645,0.09,Regular Air,-800.25 Toman,205.99,8.99,Gil Mazandaran,South,Corporate,Technology,Small Box,0.6,
1127,8257,Low,5,7486.09,0.05,Delivery Truck,-2561.3235 Toman,1500.97,29.7,Gil Mazandaran,South,Consumer,Technology,Jumbo Drum,0.57,
1128,8257,Low,18,881.32,0.02,Regular Air,373.67 Toman,48.04,5.09,Gil Mazandaran,South,Consumer,Office Supplies,Small Box,0.37,
1129,8257,Low,5,22.77,0.03,Regular Air,-6.2 Toman,4.28,1.6,Gil Mazandaran,South,Consumer,Office Supplies,Wrap Bag,0.58,
1196,8773,Critical,5,220.7875,0.09,Regular Air,-305.31600000000003 Toman,55.99,5.0,Gil Mazandaran,South,Home Office,Technology,Small Pack,0.83,
1243,9057,Critical,20,160.29,0.01,Regular Air,1.35 Toman,7.59,4.0,Gil Mazandaran,South,Home Office,Furniture,Wrap Bag,0.42,
1279,9285,Critical,3,124.81,0.06,Regular Air,-11.937 Toman,40.98,2.99,Gil Mazandaran,South,Consumer,Office Supplies,Small Box,0.36,
1353,9861,Low,47,706.68,0.1,Regular Air,6.6 Toman,15.94,5.45,Gil Mazandaran,South,Corporate,Office Supplies,Small Pack,0.55,
1363,9922,Not Specified,24,6408.3,0.1,Delivery Truck,539.54 Toman,280.98,35.67,Gil Mazandaran,South,Consumer,Furniture,Jumbo Box,0.66,
1364,9923,High,27,63.71,0.01,Regular Air,-96.03 Toman,2.08,5.33,Gil Mazandaran,South,Corporate,Furniture,Small Box,0.43,
1365,9923,High,14,5388.8,0.03,Delivery Truck,-115.08 Toman,370.98,99.0,Gil Mazandaran,South,Corporate,Office Supplies,Jumbo Drum,0.65,
1366,9925,Critical,43,1751.68,0.1,Express Air,771.8254999999999 Toman,41.94,2.99,Gil Mazandaran,South,Corporate,Office Supplies,Small Box,0.35,
1367,9925,Critical,17,86.47,0.07,Regular Air,-9.3495 Toman,5.28,2.99,Gil Mazandaran,South,Corporate,Office Supplies,Small Box,0.37,
1368,9925,Critical,31,684.5,0.02,Regular Air,-27.99 Toman,21.38,8.99,Gil Mazandaran,South,Corporate,Office Supplies,Small Pack,0.59,
1468,10593,High,27,435.27,0.05,Regular Air,-147.51 Toman,15.98,8.99,Gil Mazandaran,South,Home Office,Technology,Small Pack,0.64,
1469,10593,High,26,723.82,0.05,Regular Air,-40.98 Toman,27.42,19.46,Gil Mazandaran,South,Home Office,Furniture,Small Box,0.44,
1660,11969,Not Specified,16,1684.96,0.08,Regular Air,-553.06 Toman,110.98,35.0,Gil Mazandaran,South,Consumer,Office Supplies,Large Box,0.82,
1661,11969,Not Specified,9,1662.048,0.03,Delivery Truck,-471.258 Toman,212.6,110.2,Gil Mazandaran,South,Consumer,Furniture,Jumbo Box,0.73,
1662,11969,Not Specified,42,11460.76,0.1,Delivery Truck,4264.82 Toman,349.45,60.0,Gil Mazandaran,South,Consumer,Furniture,Jumbo Drum,,
1694,12228,Not Specified,1,159.51,0.04,Delivery Truck,-103.63 Toman,130.98,30.0,Gil Mazandaran,South,Corporate,Furniture,Jumbo Drum,0.78,
1695,12228,Not Specified,30,5015.051,0.05,Regular Air,1090.431 Toman,200.99,4.2,Gil Mazandaran,South,Corporate,Technology,Small Box,0.59,
1775,12710,Critical,37,2116.62,0.06,Regular Air,745.45 Toman,55.98,13.88,Gil Mazandaran,South,Small Business,Office Supplies,Small Box,0.36,
1909,13636,Low,32,28180.08,0.02,Delivery Truck,7513.88 Toman,880.98,44.55,Gil Mazandaran,South,Home Office,Furniture,Jumbo Box,0.62,
1961,14021,High,12,27.05,0.0,Express Air,0.9999999999999992 Toman,1.82,0.83,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.57,
2009,14338,Low,34,6580.16,0.1,Delivery Truck,2786.35 Toman,200.97,15.59,Gil Mazandaran,South,Small Business,Technology,Jumbo Drum,0.36,Average
2021,14406,Medium,37,5610.84,0.07,Regular Air,2366.51 Toman,150.98,13.99,Gil Mazandaran,South,Corporate,Technology,Medium Box,0.38,
2022,14406,Medium,20,455.34,0.06,Delivery Truck,-932.55 Toman,20.98,53.03,Gil Mazandaran,South,Corporate,Office Supplies,Jumbo Drum,0.78,
2023,14406,Medium,35,2329.646,0.1,Express Air,-310.244 Toman,85.99,0.99,Gil Mazandaran,South,Corporate,Technology,Wrap Bag,0.85,
2202,15878,High,36,275.06,0.05,Regular Air,-237.87 Toman,7.28,11.15,Gil Mazandaran,South,Corporate,Office Supplies,Small Box,0.37,
2304,16612,High,45,3699.22,0.05,Delivery Truck,565.18 Toman,80.97,30.06,Gil Mazandaran,South,Home Office,Technology,Jumbo Box,0.4,
2352,16967,Low,5,397.55,0.08,Regular Air,-152.47 Toman,83.1,6.13,Gil Mazandaran,South,Corporate,Technology,Small Box,0.45,
2353,16967,Low,34,676.26,0.06,Regular Air,181.98 Toman,19.98,5.77,Gil Mazandaran,South,Corporate,Office Supplies,Small Box,0.38,Poor
2540,18432,High,42,451.32,0.04,Regular Air,1.16 Toman,10.64,5.16,Gil Mazandaran,South,Corporate,Furniture,Small Box,0.57,
2541,18432,High,15,217.66,0.1,Express Air,-24.91 Toman,14.42,6.75,Gil Mazandaran,South,Corporate,Office Supplies,Medium Box,0.52,
2542,18432,High,5,1374.67,0.08,Delivery Truck,-126.34 Toman,279.81,23.19,Gil Mazandaran,South,Corporate,Office Supplies,Jumbo Drum,0.59,Average
2543,18432,High,12,76.42,0.02,Express Air,20.44 Toman,5.84,0.83,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.49,
2544,18464,High,27,4891.86,0.02,Delivery Truck,253.14 Toman,180.98,55.24,Gil Mazandaran,South,Small Business,Office Supplies,Jumbo Drum,0.57,
2545,18464,High,37,6039.1,0.01,Delivery Truck,-345.92 Toman,150.98,66.27,Gil Mazandaran,South,Small Business,Furniture,Jumbo Box,0.65,
2546,18464,High,31,206.49,0.05,Regular Air,80.07 Toman,6.45,1.34,Gil Mazandaran,South,Small Business,Office Supplies,Wrap Bag,0.36,
2547,18464,High,41,80.54,0.01,Regular Air,-18.72 Toman,1.89,0.76,Gil Mazandaran,South,Small Business,Office Supplies,Wrap Bag,0.83,
2594,18754,Not Specified,8,1217.62,0.03,Delivery Truck,-221.5 Toman,140.98,36.09,Gil Mazandaran,South,Small Business,Furniture,Jumbo Box,0.77,Excellent
2595,18754,Not Specified,32,1725.0325,0.08,Regular Air,206.352 Toman,65.99,8.99,Gil Mazandaran,South,Small Business,Technology,Small Box,0.56,
2753,19905,Critical,20,82.97,0.04,Regular Air,32.5 Toman,4.13,0.5,Gil Mazandaran,South,Home Office,Office Supplies,Small Box,0.39,
2754,19905,Critical,25,13701.35,0.01,Delivery Truck,-3687.651 Toman,550.98,64.59,Gil Mazandaran,South,Home Office,Furniture,Jumbo Box,0.66,Poor
2823,20386,Critical,35,41.23,0.09,Regular Air,-21.51 Toman,1.26,0.7,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.81,
2860,20642,High,32,135.2,0.02,Regular Air,59.4 Toman,4.13,0.5,Gil Mazandaran,South,Consumer,Office Supplies,Small Box,0.39,
2952,21379,High,35,5428.49,0.05,Delivery Truck,-1046.78 Toman,150.89,60.2,Gil Mazandaran,South,Corporate,Furniture,Jumbo Drum,0.77,
3111,22368,Medium,5,192.12,0.04,,-74.85 Toman,39.24,1.99,Gil Mazandaran,South,Consumer,Technology,Small Pack,0.51,
3112,22368,Medium,33,3917.61,0.08,Delivery Truck,40.76 Toman,119.99,56.14,Gil Mazandaran,South,Consumer,Technology,Jumbo Box,0.39,
3113,22368,Medium,34,2788.04,0.01,Regular Air,-849.18 Toman,80.98,35.0,Gil Mazandaran,South,Consumer,Office Supplies,Large Box,0.83,
3190,22885,Medium,4,56.47,0.05,Regular Air,-29.9 Toman,12.88,4.59,Gil Mazandaran,South,Home Office,Office Supplies,Wrap Bag,0.82,
3334,23844,Not Specified,40,1861.36,0.0,Regular Air,627.85 Toman,42.98,4.62,Gil Mazandaran,South,Home Office,Office Supplies,Small Box,0.56,
3336,23844,Not Specified,11,33.02,0.08,Regular Air,8.4 Toman,3.15,0.5,Gil Mazandaran,South,Home Office,Office Supplies,Small Box,0.37,Average
3361,24039,Not Specified,5,199.16,0.1,Regular Air,-64.87 Toman,40.98,1.99,Gil Mazandaran,South,Corporate,Technology,Small Pack,0.44,Average
3613,25825,Not Specified,45,483.74,0.02,Regular Air,206.27 Toman,10.31,1.79,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.38,
3614,25825,Not Specified,27,159.65,0.06,Regular Air,-1.79 Toman,5.85,2.27,Gil Mazandaran,South,Corporate,Office Supplies,Wrap Bag,0.56,
3741,26726,High,11,86.68,0.08,Regular Air,-474.91 Toman,3.48,49.0,Gil Mazandaran,South,Small Business,Office Supplies,Large Box,0.59,
3742,26726,High,41,833.51,0.05,Regular Air,364.99 Toman,20.98,1.49,Gil Mazandaran,South,Small Business,Office Supplies,Small Box,0.35,
3825,27266,Critical,9,1031.06,0.03,Regular Air,39.35999999999992 Toman,115.79,1.99,Gil Mazandaran,South,Corporate,Technology,Small Pack,0.49,Poor
3842,27396,Critical,14,138.31,0.07,Regular Air,-31.16 Toman,9.77,6.02,Isfahan,Central,Corporate,Furniture,Medium Box,0.48,
4144,29409,High,23,38.99,0.09,Regular Air,-33.52 Toman,1.7,1.99,Isfahan,Central,Home Office,Technology,Small Pack,0.51,
4260,30341,Low,41,239.75,0.09,Regular Air,105.91 Toman,6.3,0.5,Isfahan,Central,Home Office,Office Supplies,Small Box,0.39,
4261,30341,Low,30,150.2,0.0,Regular Air,62.46 Toman,4.98,0.8,Isfahan,Central,Home Office,Office Supplies,Wrap Bag,0.36,
4278,30467,Critical,5,2019.65,0.05,Regular Air,289.8755 Toman,420.98,19.99,Isfahan,Central,Consumer,Office Supplies,Small Box,0.35,
4322,30785,High,38,373.07,0.07,Regular Air,149.53 Toman,9.93,1.09,Isfahan,Central,Home Office,Office Supplies,Wrap Bag,0.43,
4374,31171,Not Specified,37,161.02,0.08,Regular Air,32.189499999999995 Toman,4.55,1.49,Isfahan,Central,Home Office,Office Supplies,Small Box,0.35,
4394,31297,Low,39,679.95,0.08,Regular Air,-93.3 Toman,17.99,8.65,Isfahan,Central,Corporate,Office Supplies,Small Box,0.57,
4425,31553,Critical,32,4906.85,0.09,,1907.94 Toman,162.93,19.99,Isfahan,Central,Corporate,Office Supplies,Small Box,0.39,
4595,32706,Critical,5,2017.5,0.03,Delivery Truck,-663.5142 Toman,399.98,12.06,Isfahan,Central,Home Office,Technology,Jumbo Box,0.56,Average
4650,33122,Low,21,8468.63,0.0,Delivery Truck,2819.96 Toman,400.97,48.26,Isfahan,Central,Small Business,Technology,Jumbo Box,0.36,
4713,33570,Not Specified,46,265.88,0.05,Regular Air,-90.896 Toman,5.74,5.01,Isfahan,Central,Corporate,Office Supplies,Small Box,0.39,
4714,33570,Not Specified,1,1500.82,0.01,Delivery Truck,-3381.9858 Toman,1500.97,29.7,Isfahan,Central,Corporate,Technology,Jumbo Drum,0.57,Excellent
4715,33570,Not Specified,19,3093.864,0.07,Regular Air,286.398 Toman,205.99,5.26,Isfahan,Central,Corporate,Technology,Small Box,0.56,
4770,33893,Not Specified,6,232.21,0.0,Regular Air,-14.03 Toman,35.89,14.72,Isfahan,Central,Consumer,Office Supplies,Small Box,0.4,
4862,34599,Low,26,191.55,0.08,Regular Air,7.17 Toman,7.7,3.68,Isfahan,Central,Small Business,Furniture,Wrap Bag,0.52,Excellent
4863,34599,Low,29,938.86,0.05,Regular Air,22.21 Toman,30.98,17.08,Isfahan,Central,Small Business,Office Supplies,Small Box,0.4,
4879,34721,Not Specified,46,503.17,0.01,Regular Air,-10.21 Toman,10.23,4.68,Isfahan,Central,Corporate,Office Supplies,Small Pack,0.59,
4889,34787,Low,14,453.99,0.05,Regular Air,14.61 Toman,30.98,8.99,Isfahan,Central,Corporate,Office Supplies,Small Pack,0.58,
4891,34791,Medium,37,284.58,0.03,Regular Air,33.81 Toman,7.59,4.0,Isfahan,Central,Home Office,Furniture,Wrap Bag,0.42,
4895,34822,Not Specified,23,990.5,0.04,Regular Air,323.73 Toman,43.98,1.99,Isfahan,Central,Consumer,Technology,Small Pack,0.44,
4991,35522,Low,27,2575.01,0.09,Regular Air,231.46 Toman,99.99,19.99,Isfahan,Central,Home Office,Technology,Small Box,0.52,
5062,36099,Low,32,85.49,0.08,Regular Air,5.72 Toman,2.88,0.7,Isfahan,Central,Home Office,Office Supplies,Wrap Bag,0.56,Poor
5063,36099,Low,15,926.3,0.09,Regular Air,-503.8 Toman,64.65,35.0,Isfahan,Central,Home Office,Office Supplies,Large Box,0.8,
5106,36359,High,2,68.66,0.06,Regular Air,-29.6 Toman,30.98,5.76,Isfahan,Central,Corporate,Office Supplies,Small Box,0.4,
5193,36901,Critical,30,201.09,0.08,Regular Air,-56.22 Toman,6.68,5.66,Isfahan,Central,Corporate,Office Supplies,Small Box,0.37,
5256,37412,High,17,191.67,0.03,Regular Air,6.02 Toman,10.98,3.37,Isfahan,Central,Consumer,Office Supplies,Small Pack,0.57,
5437,38625,Not Specified,28,2752.0,0.06,Express Air,336.47 Toman,99.99,19.99,Isfahan,Central,Corporate,Technology,Small Box,0.52,
5438,38625,Not Specified,12,72.82,0.02,Regular Air,5.03 Toman,5.98,2.5,Isfahan,Central,Corporate,Office Supplies,Small Box,0.36,Average
5443,38656,Low,13,64.46,0.01,Regular Air,25.16 Toman,4.91,0.5,Isfahan,Central,Consumer,Office Supplies,Small Box,0.36,
5458,38784,Medium,50,298.12,0.09,Regular Air,137.67 Toman,6.3,0.5,Isfahan,Central,Home Office,Office Supplies,Small Box,0.39,
5579,39527,Low,29,213.35,0.01,Regular Air,63.78 Toman,6.88,2.0,Isfahan,Central,Corporate,Office Supplies,Wrap Bag,0.39,
5627,39845,Critical,44,447.42,0.05,Regular Air,41.3 Toman,9.99,4.78,Isfahan,Central,Home Office,Office Supplies,Small Box,0.4,
5637,39877,Critical,41,90.88,0.04,Regular Air,8.06 Toman,2.18,0.78,Isfahan,Central,Home Office,Office Supplies,Wrap Bag,0.52,
5695,40259,Medium,4,29.05,0.08,Express Air,-20.9 Toman,4.98,4.32,Isfahan,Central,Corporate,Technology,Small Pack,0.64,
5814,41217,High,23,1314.64,0.03,Express Air,575.38 Toman,55.48,6.79,Isfahan,Central,Consumer,Office Supplies,Small Box,0.37,
5876,41671,Critical,49,638.91,0.02,Regular Air,77.48 Toman,12.98,3.14,Isfahan,Central,Corporate,Office Supplies,Small Pack,0.6,Average
5915,41927,Not Specified,46,2332.23,0.02,Express Air,1085.93 Toman,48.04,7.23,Isfahan,Central,Home Office,Office Supplies,Small Box,0.37,
5919,41988,Low,33,4610.35,0.08,Delivery Truck,751.58 Toman,145.45,17.85,Isfahan,Central,Home Office,Technology,Jumbo Drum,0.56,Excellent
5920,41988,Low,18,610.07,0.07,Delivery Truck,-157.56 Toman,33.94,19.19,Isfahan,Central,Home Office,Furniture,Jumbo Drum,0.58,
5921,41988,Low,14,181.49,0.1,Regular Air,-29.54 Toman,13.43,5.5,Isfahan,Central,Home Office,Office Supplies,Small Box,0.57,Poor
6026,42692,Medium,41,248.86,0.08,Regular Air,-168.67 Toman,5.98,7.5,Isfahan,Central,Small Business,Office Supplies,Small Box,0.4,
6027,42692,Medium,42,278.01,0.03,Regular Air,-202.31 Toman,6.48,8.73,Isfahan,Central,Small Business,Office Supplies,Small Box,0.37,
6216,44007,Medium,50,281.81,0.07,Regular Air,42.45 Toman,5.98,0.96,Isfahan,Central,Consumer,Office Supplies,Wrap Bag,0.6,
6302,44610,High,31,127.9,0.07,Regular Air,54.21 Toman,4.13,0.5,Isfahan,Central,Consumer,Office Supplies,Small Box,0.39,
6350,44999,Medium,17,110.74,0.09,Regular Air,-70.31 Toman,6.48,7.49,Isfahan,Central,Small Business,Office Supplies,Small Box,0.37,
6374,45248,Medium,38,154.85,0.05,Regular Air,-136.55 Toman,3.95,5.13,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.59,
6375,45248,Medium,32,4941.7725,0.1,Regular Air,704.889 Toman,195.99,8.99,East Azerbaijan,West,Corporate,Technology,Small Box,0.6,
6376,45249,Low,24,1155.5835,0.04,Regular Air,-126.995 Toman,55.99,5.0,East Azerbaijan,West,Small Business,Technology,Small Pack,0.8,
6434,45731,Critical,44,12689.87,0.04,Delivery Truck,-169.227 Toman,296.18,154.12,East Azerbaijan,West,Consumer,Furniture,Jumbo Box,0.76,Average
6517,46375,Medium,24,905.32,0.02,Regular Air,389.07 Toman,35.44,5.09,East Azerbaijan,West,Home Office,Office Supplies,Small Box,0.38,
6518,46375,Medium,16,1702.499,0.08,Regular Air,162.108 Toman,125.99,5.26,East Azerbaijan,West,Home Office,Technology,Small Box,0.55,
6588,46885,Low,27,632.55,0.05,Regular Air,165.35 Toman,22.72,8.99,East Azerbaijan,West,Corporate,Furniture,Small Pack,0.44,
6589,46885,Low,48,90.96,0.02,Regular Air,-30.11 Toman,1.81,1.56,East Azerbaijan,West,Corporate,Office Supplies,Wrap Bag,0.49,
6590,46885,Low,32,1997.13,0.05,Regular Air,720.45 Toman,63.94,14.48,East Azerbaijan,West,Corporate,Furniture,Small Box,0.46,
6596,46948,Low,10,64.13,0.1,Regular Air,-28.9685 Toman,6.54,5.27,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.36,
6644,47267,Medium,24,492.71,0.02,Regular Air,67.01 Toman,19.98,8.68,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.37,Excellent
6645,47267,Medium,14,1042.06,0.04,Delivery Truck,-931.248 Toman,70.89,89.3,East Azerbaijan,West,Corporate,Furniture,Jumbo Box,0.69,Excellent
6656,47333,Critical,16,760.2484999999999,0.04,Regular Air,29.799 Toman,55.99,3.3,East Azerbaijan,West,Home Office,Technology,Small Pack,0.59,Average
6762,48167,Critical,43,5041.46,0.06,Delivery Truck,-2136.66 Toman,122.99,70.2,East Azerbaijan,West,Corporate,Furniture,Jumbo Drum,0.74,Average
6763,48167,Critical,45,282.98,0.06,Regular Air,-237.47 Toman,6.48,8.88,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.37,
6764,48167,Critical,27,8817.71,0.09,Delivery Truck,-2946.051 Toman,349.45,60.0,East Azerbaijan,West,Corporate,Furniture,Jumbo Drum,,
6806,48480,Critical,32,11103.75,0.1,Delivery Truck,-522.59 Toman,370.98,99.0,East Azerbaijan,West,Corporate,Office Supplies,Jumbo Drum,0.65,
6825,48614,Critical,46,7965.902499999999,0.01,Regular Air,2311.956 Toman,195.99,8.99,East Azerbaijan,West,Corporate,Technology,Small Box,0.6,
6844,48772,Medium,44,3202.25,0.09,Regular Air,991.26 Toman,78.69,19.99,East Azerbaijan,West,Small Business,Furniture,Small Box,0.43,
6845,48772,Medium,11,81.25,0.01,,-44.54 Toman,6.48,7.86,East Azerbaijan,West,Small Business,Office Supplies,Small Box,0.37,
6847,48772,Medium,12,41.97,0.05,Regular Air,-37.03 Toman,3.28,4.2,East Azerbaijan,West,Small Business,Office Supplies,Wrap Bag,0.56,
6852,48800,Not Specified,8,28761.52,0.04,Regular Air,285.1130000000003 Toman,3499.99,24.49,East Azerbaijan,West,Home Office,Technology,Large Box,0.37,
6868,48931,Low,8,254.32,0.01,Regular Air,-117.39 Toman,30.98,6.5,East Azerbaijan,West,Corporate,Technology,Small Box,0.79,Average
6892,49126,Low,33,5661.08,0.0,Delivery Truck,1055.47 Toman,160.98,30.0,East Azerbaijan,West,Corporate,Furniture,Jumbo Drum,0.62,
6927,49441,Medium,49,1981.26,0.07,Express Air,100.8 Toman,41.32,8.66,East Azerbaijan,West,Home Office,Furniture,Medium Box,0.76,
6944,49601,Low,15,1756.46,0.01,Delivery Truck,-101.19 Toman,113.98,30.0,East Azerbaijan,West,Home Office,Furniture,Jumbo Drum,0.69,
6960,49763,Critical,8,49.04,0.02,Regular Air,9.29 Toman,5.68,1.39,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.38,
6961,49763,Critical,6,2320.35,0.0,Delivery Truck,-237.618 Toman,348.21,84.84,East Azerbaijan,West,Corporate,Furniture,Jumbo Box,0.66,
6988,49927,Not Specified,26,139.54,0.01,Regular Air,-54.0845 Toman,4.98,4.95,East Azerbaijan,West,Home Office,Office Supplies,Small Box,0.37,Poor
6989,49927,Not Specified,28,199.52,0.08,Regular Air,13.44 Toman,7.59,4.0,East Azerbaijan,West,Home Office,Furniture,Wrap Bag,0.42,
6990,49927,Not Specified,39,85.66,0.04,Regular Air,6.67 Toman,2.18,0.78,East Azerbaijan,West,Home Office,Office Supplies,Wrap Bag,0.52,
7009,50048,High,14,35.48,0.09,Regular Air,-9.19 Toman,2.58,1.3,East Azerbaijan,West,Corporate,Office Supplies,Wrap Bag,0.59,
7010,50048,High,1,15.0,0.05,Regular Air,-11.02 Toman,6.84,8.37,East Azerbaijan,West,Corporate,Office Supplies,Small Pack,0.58,
7075,50499,Not Specified,18,1758.41,0.06,,238.52 Toman,100.98,15.66,East Azerbaijan,West,Small Business,Office Supplies,Jumbo Drum,0.57,
7152,51041,High,47,2766.818,0.03,Regular Air,846.945 Toman,65.99,5.92,East Azerbaijan,West,Home Office,Technology,Small Box,0.55,
7194,51328,Low,38,689.67,0.07,Regular Air,51.47 Toman,18.7,8.99,East Azerbaijan,West,Consumer,Furniture,Small Pack,0.47,
7195,51333,Not Specified,30,2219.79,0.1,Delivery Truck,-9.4482 Toman,80.97,33.6,East Azerbaijan,West,Corporate,Technology,Jumbo Drum,0.37,Excellent
7196,51333,Not Specified,25,237.36,0.07,Regular Air,-117.86 Toman,9.06,9.86,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.4,
7201,51365,High,35,195.23,0.08,Regular Air,-72.46 Toman,5.89,5.57,East Azerbaijan,West,Corporate,Furniture,Small Box,0.41,
7202,51365,High,35,4051.8,0.1,Delivery Truck,-684.072 Toman,124.49,51.94,East Azerbaijan,West,Corporate,Furniture,Jumbo Box,0.63,
7253,51777,Medium,4,3465.97,0.08,Regular Air,194.31850000000003 Toman,896.99,19.99,East Azerbaijan,West,Small Business,Office Supplies,Small Box,0.38,
7263,51814,Critical,13,104.51,0.04,Regular Air,-9.2805 Toman,7.84,4.71,East Azerbaijan,West,Home Office,Office Supplies,Small Box,0.35,
7329,52225,Critical,33,1817.9,0.06,Regular Air,700.31 Toman,54.96,10.75,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.36,
7366,52487,Critical,17,124.06,0.09,Regular Air,15.74 Toman,7.78,2.5,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.38,
7410,52868,Low,19,138.05,0.09,Regular Air,-100.49 Toman,7.37,5.53,East Azerbaijan,West,Corporate,Technology,Small Pack,0.69,
7459,53221,Not Specified,29,433.44,0.1,Regular Air,147.46 Toman,15.68,3.73,East Azerbaijan,West,Corporate,Furniture,Small Pack,0.46,
7509,53600,Medium,8,55.59,0.03,Express Air,-17.9515 Toman,5.18,5.74,East Azerbaijan,West,Small Business,Office Supplies,Small Box,0.36,
7515,53667,Medium,33,112.36,0.08,Regular Air,-159.735 Toman,3.36,6.27,East Azerbaijan,West,Consumer,Office Supplies,Small Box,0.4,
7535,53891,High,36,562.8,0.02,Regular Air,-17.4455 Toman,15.22,9.73,East Azerbaijan,West,Home Office,Office Supplies,Small Box,0.36,
7569,54150,Critical,12,2011.6355,0.01,Express Air,-53.691 Toman,195.99,3.99,East Azerbaijan,West,Corporate,Technology,Small Box,0.59,
7742,55429,High,43,260.59,0.09,Regular Air,-157.76 Toman,6.48,7.03,East Azerbaijan,West,Consumer,Office Supplies,Small Box,0.37,
7751,55462,Medium,13,75.27,0.06,Regular Air,-1.84 Toman,5.58,2.99,East Azerbaijan,West,Home Office,Office Supplies,Small Box,0.37,
7752,55462,Medium,31,1184.53,0.05,Regular Air,-26.49 Toman,39.98,7.12,East Azerbaijan,West,Home Office,Technology,Small Box,0.67,
7793,55749,Critical,42,364.8,0.01,Regular Air,149.45 Toman,8.74,1.39,East Azerbaijan,West,Corporate,Office Supplies,Small Box,0.38,Poor
7809,55873,Low,48,15602.93,0.0,Delivery Truck,4875.89 Toman,306.14,26.53,East Azerbaijan,West,Corporate,Technology,Jumbo Drum,0.56,Excellent
7852,56135,Medium,8,1118.82,0.04,Delivery Truck,-320.3 Toman,140.98,36.09,East Azerbaijan,West,Corporate,Furniture,Jumbo Box,0.77,
7853,56135,Medium,48,79.75,0.1,Regular Air,-41.32 Toman,1.81,1.56,East Azerbaijan,West,Corporate,Office Supplies,Wrap Bag,0.49,
7934,56708,Not Specified,36,10006.28,0.1,Delivery Truck,-760.977 Toman,286.85,61.76,East Azerbaijan,West,Corporate,Furniture,Jumbo Box,0.78,
